onset	duration	trial_type	correct
0.0223	20	3	0
20.0023	2	1	1
27.0023	2	1	1
33.0022	2	1	1
38.0022	2	1	1
42.0022	2	1	1
48.0022	2	1	1
61.0021	2	1	1
65.0021	2	1	1
70.0027	2	2	1
77.0022	2	2	1
83.0021	2	2	1
87.0021	2	2	1
94.0021	2	2	0
98.0021	2	2	1
110.002	2	2	1
115.002	2	2	0
120.0021	2	2	1
125.002	2	2	1
131.002	2	2	1
138.002	2	2	1
149.0019	2	2	1
153.0019	2	2	1
160.0019	2	2	1
166.0019	2	2	1
170.0018	20	3	0
190.0017	2	1	1
197.0017	2	1	1
202.0017	2	1	1
212.0017	2	1	1
219.0016	2	1	1
223.0016	2	1	1
229.0016	2	1	1
234.0016	2	1	1
240.0016	2	2	1
247.0016	2	2	1
251.0016	2	2	0
258.0016	2	2	0
268.0015	2	2	1
273.0015	2	2	1
279.0015	2	2	1
284.0015	2	2	1
290.0014	2	1	1
297.0014	2	1	1
303.0014	2	1	0
309.0013	2	1	1
320.0013	2	1	1
324.0013	2	1	1
329.0013	2	1	1
336.0012	2	1	1
340.0012	20	3	0
