onset	duration	trial_type	correct
0.0209	20	3	0
19.9997	2	1	0
27.0007	2	1	0
33.0107	2	1	1
38.0107	2	1	1
42.0106	2	1	1
48.0106	2	1	0
61.0105	2	1	0
65.0105	2	1	0
70.0109	2	2	1
77.0104	2	2	1
83.0104	2	2	1
87.0104	2	2	1
94.0103	2	2	0
98.0103	2	2	0
110.0102	2	2	1
115.0102	2	2	1
120.0102	2	2	0
125.0101	2	2	0
131.0101	2	2	1
138.01	2	2	1
149.01	2	2	0
153.0099	2	2	1
160.0099	2	2	0
166.0099	2	2	0
170.0098	20	3	0
190.0096	2	1	0
197.0096	2	1	1
202.0096	2	1	1
212.0095	2	1	1
219.0094	2	1	1
223.0094	2	1	0
229.0094	2	1	1
234.0093	2	1	0
240.0094	2	2	1
247.0093	2	2	1
251.0093	2	2	1
258.0093	2	2	0
268.0092	2	2	1
273.0091	2	2	0
279.0091	2	2	1
284.0091	2	2	0
290.009	2	1	0
297.0089	2	1	1
303.0089	2	1	1
309.0088	2	1	1
320.0088	2	1	0
324.0087	2	1	1
329.0087	2	1	1
336.0087	2	1	0
340.0086	20	3	0
