onset	duration	trial_type	correct
0.0229	20	3	0
20.0033	2	2	1
25.0029	2	2	1
32.0029	2	2	1
39.0029	2	2	1
45.0029	2	2	1
57.0028	2	2	1
62.0028	2	2	1
66.0028	2	2	1
70.0028	2	2	1
74.0028	2	2	1
85.0027	2	2	1
92.0027	2	2	1
98.0027	2	2	1
105.0027	2	2	1
109.0027	2	2	0
115.0026	2	2	1
120.0026	2	1	1
125.0026	2	1	1
132.0025	2	1	1
139.0025	2	1	1
145.0025	2	1	1
155.0025	2	1	1
160.0024	2	1	1
164.0024	2	1	1
170.0024	20	3	0
190.0024	2	2	1
195.0024	2	2	1
202.0024	2	2	1
206.0023	2	2	1
212.0023	2	2	1
219.0023	2	2	1
231.0023	2	2	1
235.0022	2	2	1
240.0022	2	1	1
247.0022	2	1	1
251.0021	2	1	1
263.0021	2	1	1
268.0021	2	1	1
272.0021	2	1	1
279.0021	2	1	1
284.002	2	1	1
290.002	2	1	1
294.002	2	1	1
299.002	2	1	1
305.002	2	1	1
311.002	2	1	1
316.0019	2	1	1
320.0019	2	1	1
333.0019	2	1	1
340.0019	20	3	0
