onset	duration	trial_type	correct
0.0244	20	3	0
20.0043	2	1	1
27.0043	2	1	1
33.0042	2	1	1
38.0042	2	1	1
42.0042	2	1	1
48.0041	2	1	0
61.0041	2	1	1
65.004	2	1	1
70.0046	2	2	1
77.004	2	2	1
83.004	2	2	1
87.004	2	2	1
94.004	2	2	0
98.004	2	2	1
110.0039	2	2	1
115.0038	2	2	0
120.0038	2	2	0
125.0037	2	2	1
131.0037	2	2	1
138.0037	2	2	1
149.0036	2	2	1
153.0036	2	2	0
160.0035	2	2	0
166.0035	2	2	0
170.0034	20	3	0
190.0033	2	1	1
197.0033	2	1	0
202.0032	2	1	1
212.0032	2	1	1
219.0031	2	1	1
223.0031	2	1	0
229.0031	2	1	1
234.003	2	1	0
240.003	2	2	0
247.003	2	2	1
251.003	2	2	1
258.0029	2	2	1
268.0029	2	2	1
273.0028	2	2	0
279.0028	2	2	0
284.0028	2	2	1
290.0027	2	1	0
297.0026	2	1	1
303.0026	2	1	1
309.0026	2	1	1
320.0025	2	1	0
324.0025	2	1	1
329.0024	2	1	1
336.0024	2	1	0
340.0024	20	3	0
