onset	duration	trial_type	correct
0.0214	20	3	0
19.9997	2	1	1
24.0012	2	1	1
29.0011	2	1	1
36.0011	2	1	1
40.001	2	1	0
45.001	2	1	1
51.0009	2	1	1
63.0008	2	1	1
70.0007	2	1	1
76.0107	2	1	0
82.0106	2	1	1
89.0105	2	1	1
93.0105	2	1	1
103.0104	2	1	1
108.0103	2	1	1
115.0103	2	1	1
120.0107	2	2	0
126.0102	2	2	1
133.0102	2	2	1
137.0102	2	2	1
141.0101	2	2	1
146.01	2	2	1
158.0099	2	2	0
165.0098	2	2	1
170.0097	20	3	0
190.0096	2	2	0
194.0095	2	2	1
200.0094	2	2	1
207.0094	2	2	1
213.0093	2	2	0
220.0092	2	2	1
225.0092	2	2	1
235.0091	2	2	1
240.009	2	1	1
246.0089	2	1	1
257.0088	2	1	1
264.0087	2	1	1
270.0087	2	1	1
277.0086	2	1	1
281.0086	2	1	0
285.0085	2	1	0
290.0085	2	2	0
295.0085	2	2	0
302.0084	2	2	0
306.0084	2	2	1
312.0083	2	2	0
317.0082	2	2	1
323.0082	2	2	1
333.0081	2	2	1
340.008	20	3	0
