onset	duration	trial_type	correct
0.0256	20	3	0
20.0055	2	1	0
24.0055	2	1	1
29.0055	2	1	1
36.0055	2	1	0
40.0055	2	1	0
45.0055	2	1	0
51.0054	2	1	1
63.0054	2	1	1
70.0054	2	1	1
76.0054	2	1	1
82.0054	2	1	1
89.0053	2	1	0
93.0053	2	1	0
103.0053	2	1	0
108.0053	2	1	1
115.0053	2	1	0
120.0057	2	2	0
126.0053	2	2	0
133.0053	2	2	0
137.0053	2	2	1
141.0053	2	2	1
146.0052	2	2	0
158.0052	2	2	0
165.0052	2	2	1
170.0051	20	3	0
190.0051	2	2	0
194.0051	2	2	1
200.0051	2	2	0
207.0051	2	2	1
213.0051	2	2	0
220.0051	2	2	1
225.005	2	2	1
235.005	2	2	1
240.005	2	1	0
246.0049	2	1	1
257.0049	2	1	1
264.0049	2	1	0
270.0049	2	1	1
277.0049	2	1	1
281.0048	2	1	0
285.0048	2	1	0
290.0049	2	2	0
295.0049	2	2	0
302.0048	2	2	1
306.0048	2	2	0
312.0048	2	2	1
317.0048	2	2	1
323.0048	2	2	1
333.0048	2	2	1
340.0047	20	3	0
