onset	duration	trial_type	correct
0.0228	20	3	0
20.0028	2	1	1
24.0028	2	1	1
29.0028	2	1	1
36.0028	2	1	1
40.0027	2	1	1
45.0027	2	1	1
51.0027	2	1	1
63.0027	2	1	1
70.0027	2	1	1
76.0027	2	1	1
82.0026	2	1	1
89.0026	2	1	1
93.0026	2	1	1
103.0026	2	1	1
108.0026	2	1	1
115.0026	2	1	1
120.003	2	2	1
126.0026	2	2	1
133.0026	2	2	0
137.0025	2	2	1
141.0025	2	2	1
146.0025	2	2	1
158.0025	2	2	1
165.0025	2	2	1
170.0024	20	3	0
190.0024	2	2	1
194.0024	2	2	1
200.0024	2	2	1
207.0024	2	2	1
213.0024	2	2	1
220.0023	2	2	1
225.0023	2	2	1
235.0023	2	2	1
240.0022	2	1	1
246.0022	2	1	1
257.0022	2	1	1
264.0022	2	1	1
270.0022	2	1	1
277.0021	2	1	1
281.0021	2	1	1
285.0021	2	1	1
290.0022	2	2	1
295.0021	2	2	1
302.0021	2	2	1
306.0021	2	2	1
312.0021	2	2	1
317.0021	2	2	1
323.0021	2	2	1
333.002	2	2	1
340.002	20	3	0
