onset	duration	trial_type	correct
0.0243	20	3	0
20.0042	2	1	1
24.0041	2	1	1
29.0041	2	1	1
36.0041	2	1	1
40.004	2	1	1
45.004	2	1	1
51.004	2	1	1
63.0039	2	1	1
70.0039	2	1	1
76.0038	2	1	0
82.0038	2	1	1
89.0038	2	1	0
93.0037	2	1	1
103.0037	2	1	0
108.0036	2	1	1
115.0036	2	1	1
120.004	2	2	0
126.0036	2	2	0
133.0035	2	2	1
137.0035	2	2	1
141.0035	2	2	1
146.0035	2	2	0
158.0034	2	2	0
165.0035	2	2	1
170.0033	20	3	0
190.0032	2	2	0
194.0032	2	2	0
200.0031	2	2	0
207.0031	2	2	1
213.0031	2	2	1
220.003	2	2	1
225.003	2	2	1
235.0029	2	2	0
240.0028	2	1	1
246.0028	2	1	1
257.0027	2	1	0
264.0027	2	1	0
270.0027	2	1	1
277.0026	2	1	1
281.0026	2	1	0
285.0026	2	1	0
290.0026	2	2	1
295.0026	2	2	1
302.0025	2	2	0
306.0025	2	2	1
312.0025	2	2	1
317.0024	2	2	0
323.0024	2	2	0
333.0023	2	2	0
340.0022	20	3	0
