onset	duration	trial_type	correct
0.0243	20	3	0
20.0042	2	1	1
27.0042	2	1	1
33.0041	2	1	1
38.0041	2	1	1
42.0041	2	1	1
48.004	2	1	0
61.004	2	1	0
65.0039	2	1	0
70.0043	2	2	0
77.0039	2	2	1
83.0039	2	2	1
87.0039	2	2	1
94.0038	2	2	0
98.0038	2	2	0
110.0037	2	2	1
115.0037	2	2	1
120.0037	2	2	1
125.0036	2	2	1
131.0036	2	2	1
138.0036	2	2	0
149.0035	2	2	1
153.0035	2	2	1
160.0034	2	2	1
166.0034	2	2	1
170.0033	20	3	0
190.0032	2	1	1
197.0032	2	1	0
202.0031	2	1	1
212.0031	2	1	1
219.003	2	1	1
223.003	2	1	0
229.003	2	1	0
234.0029	2	1	1
240.003	2	2	1
247.0029	2	2	0
251.0029	2	2	1
258.0029	2	2	1
268.0028	2	2	1
273.0028	2	2	0
279.0027	2	2	1
284.0027	2	2	0
290.0926	2	1	0
297.0026	2	1	1
303.0025	2	1	1
309.0025	2	1	1
320.0024	2	1	0
324.0024	2	1	0
329.0024	2	1	0
336.0024	2	1	0
340.0023	20	3	0
