onset	duration	trial_type	correct
0.0248	20	3	0
20.0047	2	1	1
27.0047	2	1	1
33.0047	2	1	1
38.0047	2	1	1
42.0046	2	1	1
48.0046	2	1	0
61.0046	2	1	0
65.0046	2	1	0
70.005	2	2	1
77.0046	2	2	1
83.0046	2	2	1
87.0046	2	2	1
94.0045	2	2	0
98.0045	2	2	0
110.0045	2	2	1
115.0045	2	2	0
120.0045	2	2	1
125.0044	2	2	0
131.0044	2	2	1
138.0044	2	2	0
149.0044	2	2	0
153.0043	2	2	1
160.0043	2	2	1
166.0043	2	2	0
170.0042	20	3	0
190.0042	2	1	1
197.0042	2	1	1
202.0041	2	1	1
212.0041	2	1	1
219.004	2	1	1
223.0041	2	1	0
229.004	2	1	0
234.0039	2	1	1
240.0041	2	2	0
247.0041	2	2	1
251.004	2	2	1
258.004	2	2	1
268.004	2	2	1
273.004	2	2	0
279.004	2	2	1
284.0039	2	2	0
290.0039	2	1	0
297.0039	2	1	1
303.0038	2	1	1
309.0038	2	1	1
320.0038	2	1	0
324.0038	2	1	1
329.0037	2	1	1
336.0037	2	1	0
340.0037	20	3	0
