onset	duration	trial_type
0	21	1
21.02	5	2
26.04	31	3
57.2599	21	1
78.2798	5	2
83.2998	31	4
114.5197	21	1
135.5397	5	2
140.5597	31	5
171.7796	21	1
192.7995	5	2
197.8195	31	5
229.0395	21	1
250.0594	5	2
255.0794	31	4
286.2993	21	1
307.3192	5	2
312.3392	31	3
343.5592	21	1
364.5791	5	2
369.5991	31	4
400.819	21	1
421.839	5	2
426.8589	31	3
458.0789	21	1
479.0988	5	2
484.1188	31	5
515.3387	21	1
536.3586	5	2
541.3786	31	3
572.5986	21	1
593.6185	5	2
598.6385	31	5
629.8584	21	1
650.8784	5	2
655.8983	31	4
687.1182	21	1
