onset	duration	trial_type	correct
0.0254	20	3	0
20.0053	2	1	1
27.0052	2	1	1
33.0052	2	1	1
38.0051	2	1	1
42.0051	2	1	1
48.0051	2	1	1
61.005	2	1	1
65.005	2	1	0
70.0053	2	2	1
77.0049	2	2	1
83.0049	2	2	1
87.0049	2	2	1
94.0048	2	2	1
98.0048	2	2	1
110.0047	2	2	1
115.0047	2	2	0
120.0046	2	2	0
125.0046	2	2	1
131.0046	2	2	1
138.0045	2	2	0
149.0044	2	2	0
153.0044	2	2	1
160.0044	2	2	1
166.0043	2	2	0
170.0042	20	3	0
190.0041	2	1	1
197.0041	2	1	1
202.004	2	1	1
212.004	2	1	1
219.0039	2	1	1
223.0039	2	1	1
229.0039	2	1	1
234.0038	2	1	1
240.0038	2	2	1
247.0038	2	2	0
251.0038	2	2	1
258.0038	2	2	1
268.0036	2	2	1
273.0036	2	2	1
279.0036	2	2	1
284.0035	2	2	1
290.0034	2	1	0
297.0034	2	1	1
303.0033	2	1	1
309.0033	2	1	1
320.0032	2	1	1
324.0032	2	1	1
329.0032	2	1	1
336.0031	2	1	0
340.0031	20	3	0
