onset	duration	trial_type	correct
0.0269	20	3	0
20.0068	2	1	0
24.0067	2	1	1
29.0067	2	1	1
36.0067	2	1	1
40.0066	2	1	0
45.0066	2	1	1
51.0066	2	1	1
63.0065	2	1	1
70.0065	2	1	0
76.0064	2	1	0
82.0064	2	1	0
89.0063	2	1	1
93.0063	2	1	1
103.0063	2	1	1
108.0062	2	1	1
115.0062	2	1	0
120.0066	2	2	0
126.0062	2	2	0
133.0061	2	2	1
137.0061	2	2	0
141.0061	2	2	0
146.0061	2	2	1
158.006	2	2	0
165.006	2	2	1
170.0059	20	3	0
190.0058	2	2	0
194.0058	2	2	0
200.0057	2	2	0
207.0057	2	2	1
213.0057	2	2	0
220.0056	2	2	0
225.0056	2	2	0
235.0055	2	2	1
240.0055	2	1	1
246.0054	2	1	1
257.0053	2	1	1
264.0053	2	1	1
270.0053	2	1	1
277.0052	2	1	1
281.0052	2	1	0
285.0052	2	1	0
290.0052	2	2	0
295.0052	2	2	0
302.0051	2	2	1
306.0051	2	2	1
312.0051	2	2	0
317.0051	2	2	1
323.005	2	2	1
333.005	2	2	1
340.0049	20	3	0
