onset	duration	trial_type	correct
0.0268	20	3	0
20.0072	2	2	0
25.0068	2	2	0
32.0067	2	2	1
39.0067	2	2	1
45.0067	2	2	1
57.0067	2	2	1
62.0067	2	2	0
66.0067	2	2	1
70.0066	2	2	0
74.0066	2	2	1
85.0066	2	2	1
92.0066	2	2	0
98.0066	2	2	1
105.0066	2	2	0
109.0065	2	2	0
115.0065	2	2	1
120.0064	2	1	0
125.0065	2	1	1
132.0064	2	1	1
139.0064	2	1	0
145.0064	2	1	1
155.0064	2	1	1
160.0064	2	1	1
164.0064	2	1	1
170.0063	20	3	0
190.0063	2	2	0
195.0063	2	2	1
202.0063	2	2	0
206.0063	2	2	1
212.0063	2	2	0
219.0063	2	2	0
231.0062	2	2	1
235.0062	2	2	1
240.0062	2	1	0
247.0061	2	1	0
251.0061	2	1	1
263.0061	2	1	1
268.0061	2	1	0
272.0061	2	1	0
279.0061	2	1	1
284.0061	2	1	0
290.006	2	1	0
294.006	2	1	1
299.006	2	1	1
305.006	2	1	1
311.006	2	1	1
316.006	2	1	1
320.006	2	1	1
333.0059	2	1	1
340.0059	20	3	0
