onset	duration	trial_type	correct
0.0214	20	3	0
19.9996	2	1	1
27.0014	2	1	1
33.0014	2	1	1
38.0014	2	1	1
42.0014	2	1	1
48.0014	2	1	0
61.0014	2	1	1
65.0014	2	1	0
70.0019	2	2	1
77.0015	2	2	1
83.0015	2	2	1
87.0015	2	2	1
94.0015	2	2	0
98.0015	2	2	0
110.0015	2	2	1
115.0015	2	2	0
120.0015	2	2	0
125.0015	2	2	1
131.0015	2	2	0
138.0016	2	2	0
149.0016	2	2	0
153.0016	2	2	0
160.0016	2	2	1
166.0016	2	2	0
170.0015	20	3	0
190.0016	2	1	1
197.0016	2	1	1
202.0016	2	1	1
212.0016	2	1	1
219.0016	2	1	1
223.0016	2	1	0
229.0016	2	1	1
234.0016	2	1	0
240.0017	2	2	1
247.0017	2	2	1
251.0017	2	2	1
258.0017	2	2	0
268.0017	2	2	1
273.0017	2	2	0
279.0017	2	2	0
284.0017	2	2	0
290.0016	2	1	1
297.0016	2	1	1
303.0017	2	1	0
309.0017	2	1	1
320.0017	2	1	0
324.0017	2	1	1
329.0017	2	1	1
336.0017	2	1	0
340.0017	20	3	0
