onset	duration	trial_type	correct
0.0239	20	3	0
20.0044	2	2	0
25.004	2	2	1
32.004	2	2	1
39.004	2	2	1
45.004	2	2	1
57.004	2	2	1
62.0041	2	2	0
66.0041	2	2	0
70.0041	2	2	1
74.0041	2	2	1
85.0041	2	2	1
92.0041	2	2	1
98.0041	2	2	0
105.0041	2	2	0
109.0041	2	2	1
115.0041	2	2	1
120.0041	2	1	0
125.0041	2	1	1
132.0041	2	1	1
139.0041	2	1	0
145.0041	2	1	1
155.0041	2	1	1
160.0041	2	1	1
164.0041	2	1	1
170.0041	20	3	0
190.0042	2	2	0
195.0042	2	2	1
202.0042	2	2	1
206.0042	2	2	1
212.0043	2	2	0
219.0042	2	2	0
231.0042	2	2	0
235.0042	2	2	1
240.0042	2	1	0
247.0042	2	1	0
251.0042	2	1	0
263.0042	2	1	1
268.0042	2	1	1
272.0042	2	1	1
279.0042	2	1	1
284.0042	2	1	0
290.0042	2	1	0
294.0042	2	1	1
299.0042	2	1	1
305.0042	2	1	1
311.0042	2	1	1
316.0042	2	1	0
320.0042	2	1	1
333.0042	2	1	0
340.0043	20	3	0
