onset	duration	trial_type	correct
0.0246	20	3	0
20.0046	2	1	1
24.0046	2	1	1
29.0046	2	1	1
36.0046	2	1	1
40.0045	2	1	1
45.0045	2	1	1
51.0045	2	1	1
63.0045	2	1	1
70.0045	2	1	1
76.0045	2	1	1
82.0044	2	1	1
89.0044	2	1	1
93.0044	2	1	1
103.0044	2	1	1
108.0044	2	1	1
115.0044	2	1	1
120.0049	2	2	1
126.0044	2	2	1
133.0044	2	2	1
137.0044	2	2	1
141.0044	2	2	1
146.0045	2	2	1
158.0044	2	2	1
165.0043	2	2	1
170.0042	20	3	0
190.0042	2	2	1
194.0042	2	2	1
200.0042	2	2	1
207.0042	2	2	1
213.0042	2	2	1
220.0042	2	2	1
225.0042	2	2	1
235.0041	2	2	1
240.0041	2	1	1
246.004	2	1	1
257.004	2	1	1
264.004	2	1	1
270.004	2	1	1
277.004	2	1	1
281.004	2	1	1
285.004	2	1	1
290.004	2	2	1
295.004	2	2	1
302.004	2	2	1
306.0039	2	2	1
312.0039	2	2	1
317.0039	2	2	1
323.0039	2	2	1
333.0039	2	2	1
340.0038	20	3	0
