onset	duration	trial_type	correct
0.0238	20	3	0
20.0038	2	1	1
24.0037	2	1	1
29.0037	2	1	1
36.0037	2	1	1
40.0037	2	1	1
45.0037	2	1	1
51.0037	2	1	1
63.0036	2	1	1
70.0036	2	1	1
76.0036	2	1	1
82.0036	2	1	1
89.0036	2	1	1
93.0036	2	1	1
103.0035	2	1	1
108.0035	2	1	1
115.0035	2	1	1
120.004	2	2	1
126.0035	2	2	1
133.0035	2	2	1
137.0035	2	2	1
141.0035	2	2	1
146.0035	2	2	1
158.0035	2	2	1
165.0034	2	2	1
170.0034	20	3	0
190.0034	2	2	1
194.0034	2	2	1
200.0034	2	2	1
207.0033	2	2	1
213.0033	2	2	1
220.0033	2	2	1
225.0033	2	2	1
235.0033	2	2	1
240.0032	2	1	1
246.0032	2	1	1
257.0032	2	1	1
264.0031	2	1	1
270.0031	2	1	1
277.0031	2	1	1
281.0031	2	1	1
285.0031	2	1	1
290.0031	2	2	1
295.0031	2	2	1
302.0031	2	2	1
306.0031	2	2	1
312.0031	2	2	1
317.0031	2	2	1
323.003	2	2	1
333.003	2	2	1
340.0029	20	3	0
