onset	duration	trial_type	correct
0.0248	20	3	0
20.0047	2	1	0
24.0047	2	1	1
29.0047	2	1	1
36.0047	2	1	0
40.0046	2	1	0
45.0046	2	1	0
51.0046	2	1	1
63.0046	2	1	0
70.0046	2	1	1
76.0045	2	1	1
82.0045	2	1	1
89.0045	2	1	0
93.0045	2	1	1
103.0045	2	1	1
108.0044	2	1	1
115.0044	2	1	1
120.005	2	2	0
126.0044	2	2	0
133.0044	2	2	0
137.0045	2	2	1
141.0045	2	2	1
146.0045	2	2	1
158.0044	2	2	0
165.0043	2	2	1
170.0041	20	3	0
190.0043	2	2	0
194.0042	2	2	0
200.0042	2	2	1
207.0042	2	2	1
213.0042	2	2	0
220.0042	2	2	1
225.0042	2	2	1
235.0042	2	2	1
240.0041	2	1	1
246.004	2	1	1
257.004	2	1	1
264.004	2	1	1
270.004	2	1	1
277.0039	2	1	1
281.0039	2	1	0
285.0039	2	1	1
290.004	2	2	0
295.0039	2	2	0
302.0039	2	2	1
306.0039	2	2	1
312.0039	2	2	1
317.0039	2	2	1
323.0039	2	2	1
333.0038	2	2	1
340.0038	20	3	0
