onset	duration	trial_type	correct
0.0208	20	3	0
19.9997	2	1	0
27.0007	2	1	1
33.0007	2	1	1
38.0107	2	1	1
42.0107	2	1	1
48.0106	2	1	1
61.0106	2	1	1
65.0106	2	1	1
70.0299	2	2	1
77.0106	2	2	1
83.0106	2	2	0
87.0106	2	2	1
94.0105	2	2	1
98.0105	2	2	0
110.0105	2	2	1
115.0105	2	2	1
120.0105	2	2	1
125.0104	2	2	1
131.0104	2	2	1
138.0104	2	2	1
149.0104	2	2	1
153.0104	2	2	0
160.0103	2	2	1
166.0103	2	2	1
170.0103	20	3	0
190.0102	2	1	1
197.0102	2	1	1
202.0101	2	1	1
212.0101	2	1	1
219.0101	2	1	1
223.0101	2	1	1
229.0101	2	1	1
234.01	2	1	1
240.0101	2	2	1
247.0101	2	2	1
251.01	2	2	1
258.01	2	2	1
268.01	2	2	1
273.01	2	2	1
279.0099	2	2	1
284.0099	2	2	1
290.0099	2	1	1
297.0098	2	1	1
303.0098	2	1	0
309.0098	2	1	1
320.0098	2	1	1
324.0097	2	1	1
329.0097	2	1	1
336.0097	2	1	0
340.0097	20	3	0
