onset	duration	trial_type	correct
0.0231	20	3	0
20.003	2	1	1
24.003	2	1	1
29.003	2	1	1
36.003	2	1	1
40.003	2	1	1
45.0029	2	1	1
51.0029	2	1	1
63.0029	2	1	1
70.0029	2	1	1
76.0028	2	1	1
82.0028	2	1	1
89.0028	2	1	1
93.0028	2	1	1
103.0028	2	1	1
108.0027	2	1	1
115.0027	2	1	1
120.0188	2	2	1
126.0027	2	2	1
133.0027	2	2	1
137.0027	2	2	1
141.0027	2	2	1
146.0027	2	2	1
158.0026	2	2	1
165.0026	2	2	1
170.0026	20	3	0
190.0026	2	2	1
194.0025	2	2	1
200.0025	2	2	1
207.0025	2	2	1
213.0025	2	2	1
220.0024	2	2	1
225.0024	2	2	0
235.0024	2	2	1
240.0023	2	1	1
246.0023	2	1	1
257.0023	2	1	1
264.0023	2	1	1
270.0022	2	1	1
277.0022	2	1	1
281.0022	2	1	1
285.0022	2	1	1
290.0022	2	2	1
295.0022	2	2	1
302.0022	2	2	1
306.0022	2	2	1
312.0022	2	2	1
317.0021	2	2	1
323.0021	2	2	1
333.0021	2	2	1
340.002	20	3	0
