onset	duration	trial_type	correct
0.0235	20	3	0
20.0033	2	1	1
27.0032	2	1	1
33.0031	2	1	1
38.0031	2	1	1
42.003	2	1	1
48.003	2	1	1
61.0128	2	1	1
65.0028	2	1	1
70.0032	2	2	1
77.0027	2	2	1
83.0027	2	2	1
87.0026	2	2	1
94.0026	2	2	1
98.0025	2	2	1
110.0024	2	2	1
115.0023	2	2	1
120.0023	2	2	1
125.0022	2	2	1
131.0022	2	2	1
138.0021	2	2	1
149.002	2	2	1
153.002	2	2	1
160.0019	2	2	1
166.0018	2	2	1
170.0017	20	3	0
190.0015	2	1	1
197.0015	2	1	1
202.0014	2	1	1
212.0013	2	1	1
219.0012	2	1	1
223.0012	2	1	1
229.0011	2	1	0
234.0011	2	1	1
240.0011	2	2	1
247.001	2	2	1
251.001	2	2	1
258.0009	2	2	1
268.0008	2	2	1
273.0007	2	2	1
279.0107	2	2	1
284.0106	2	2	1
290.0105	2	1	1
297.0104	2	1	1
303.0103	2	1	1
309.0103	2	1	1
320.0102	2	1	1
324.0102	2	1	1
329.0101	2	1	1
336.01	2	1	1
340.01	20	3	0
