onset	duration	trial_type	correct
0.0246	20	3	0
20.0046	2	1	1
24.0045	2	1	1
29.0045	2	1	1
36.0045	2	1	1
40.0045	2	1	1
45.0045	2	1	1
51.0045	2	1	1
63.0044	2	1	1
70.0044	2	1	1
76.0044	2	1	1
82.0044	2	1	1
89.0043	2	1	1
93.0043	2	1	1
103.0043	2	1	1
108.0043	2	1	1
115.0043	2	1	1
120.0047	2	2	1
126.0043	2	2	1
133.0043	2	2	1
137.0042	2	2	1
141.0042	2	2	1
146.0042	2	2	1
158.0042	2	2	1
165.0042	2	2	1
170.0041	20	3	0
190.0041	2	2	1
194.0041	2	2	1
200.0041	2	2	1
207.004	2	2	1
213.004	2	2	1
220.004	2	2	1
225.004	2	2	1
235.0039	2	2	1
240.0039	2	1	1
246.0039	2	1	1
257.0038	2	1	1
264.0038	2	1	1
270.0038	2	1	1
277.0038	2	1	1
281.0037	2	1	1
285.0037	2	1	1
290.0038	2	2	1
295.0038	2	2	1
302.0037	2	2	1
306.0037	2	2	1
312.0037	2	2	1
317.0037	2	2	1
323.0037	2	2	1
333.0036	2	2	1
340.0036	20	3	0
