onset	duration	trial_type	correct
0.0279	20	3	0
20.0078	2	1	1
27.0077	2	1	1
33.0077	2	1	1
38.0076	2	1	1
42.0076	2	1	1
48.0076	2	1	1
61.0075	2	1	1
65.0075	2	1	1
70.0079	2	2	1
77.0075	2	2	1
83.0074	2	2	1
87.0074	2	2	1
94.0074	2	2	1
98.0073	2	2	1
110.0073	2	2	1
115.0072	2	2	0
120.0072	2	2	1
125.0072	2	2	1
131.0071	2	2	1
138.0071	2	2	1
149.007	2	2	1
153.007	2	2	1
160.007	2	2	1
166.0069	2	2	1
170.0068	20	3	0
190.0067	2	1	1
197.0067	2	1	1
202.0067	2	1	1
212.0066	2	1	1
219.0066	2	1	1
223.0065	2	1	1
229.0065	2	1	1
234.0065	2	1	0
240.0065	2	2	1
247.0064	2	2	1
251.0064	2	2	0
258.0064	2	2	0
268.0063	2	2	1
273.0063	2	2	1
279.0062	2	2	1
284.0062	2	2	1
290.0061	2	1	1
297.0061	2	1	1
303.006	2	1	1
309.006	2	1	1
320.0059	2	1	1
324.0059	2	1	1
329.0059	2	1	1
336.0058	2	1	1
340.0058	20	3	0
