onset	duration	trial_type	correct
0.0261	20	3	0
20.006	2	1	1
24.006	2	1	1
29.006	2	1	1
36.006	2	1	1
40.006	2	1	1
45.0059	2	1	1
51.0059	2	1	1
63.0059	2	1	1
70.0059	2	1	1
76.0059	2	1	1
82.0059	2	1	1
89.0058	2	1	1
93.0058	2	1	1
103.0058	2	1	1
108.0058	2	1	1
115.0058	2	1	1
120.0062	2	2	1
126.0058	2	2	1
133.0058	2	2	1
137.0058	2	2	1
141.0058	2	2	1
146.0057	2	2	1
158.0057	2	2	1
165.0057	2	2	1
170.0056	20	3	0
190.0056	2	2	1
194.0056	2	2	1
200.0056	2	2	1
207.0056	2	2	1
213.0056	2	2	1
220.0056	2	2	1
225.0055	2	2	0
235.0055	2	2	1
240.0055	2	1	0
246.0054	2	1	1
257.0054	2	1	1
264.0054	2	1	1
270.0054	2	1	1
277.0053	2	1	1
281.0053	2	1	1
285.0053	2	1	1
290.0054	2	2	1
295.0054	2	2	1
302.0053	2	2	1
306.0053	2	2	1
312.0053	2	2	1
317.0053	2	2	0
323.0053	2	2	1
333.0053	2	2	1
340.0052	20	3	0
