onset	duration	trial_type	correct
0.0285	20	3	0
20.0084	2	1	0
27.0084	2	1	0
33.0083	2	1	1
38.0083	2	1	1
42.0083	2	1	1
48.0083	2	1	1
61.0083	2	1	1
65.0083	2	1	0
70.0086	2	2	1
77.0083	2	2	1
83.0082	2	2	1
87.0082	2	2	1
94.0082	2	2	0
98.0082	2	2	0
110.0082	2	2	1
115.0081	2	2	1
120.0081	2	2	1
125.0081	2	2	1
131.0081	2	2	0
138.0081	2	2	1
149.008	2	2	0
153.008	2	2	1
160.008	2	2	0
166.008	2	2	0
170.0079	20	3	0
190.0079	2	1	1
197.0078	2	1	0
202.0078	2	1	1
212.0078	2	1	1
219.0078	2	1	1
223.0078	2	1	1
229.0077	2	1	0
234.0077	2	1	1
240.0078	2	2	1
247.0077	2	2	1
251.0077	2	2	0
258.0077	2	2	1
268.0077	2	2	1
273.0077	2	2	1
279.0077	2	2	1
284.0077	2	2	0
290.0075	2	1	0
297.0075	2	1	1
303.0075	2	1	1
309.0075	2	1	1
320.0075	2	1	1
324.0074	2	1	1
329.0074	2	1	1
336.0074	2	1	0
340.0074	20	3	0
