onset	duration	trial_type	correct
0.021	20	3	0
19.9996	2	1	1
24.0009	2	1	1
29.0009	2	1	1
36.0009	2	1	1
40.0009	2	1	1
45.0009	2	1	1
51.0009	2	1	0
63.0008	2	1	1
70.0008	2	1	1
76.0008	2	1	1
82.0008	2	1	1
89.0007	2	1	1
93.0007	2	1	1
103.0007	2	1	1
108.0007	2	1	1
115.0007	2	1	1
120.0011	2	2	1
126.0007	2	2	1
133.0006	2	2	1
137.0106	2	2	1
141.0106	2	2	1
146.0106	2	2	1
158.0106	2	2	1
165.0105	2	2	1
170.0105	20	3	0
190.0105	2	2	1
194.0104	2	2	0
200.0104	2	2	1
207.0104	2	2	1
213.0104	2	2	1
220.0104	2	2	1
225.0103	2	2	1
235.0103	2	2	1
240.0102	2	1	1
246.0102	2	1	1
257.0102	2	1	1
264.0102	2	1	1
270.0101	2	1	1
277.0101	2	1	1
281.0101	2	1	1
285.0101	2	1	1
290.0101	2	2	1
295.0101	2	2	1
302.0101	2	2	1
306.0101	2	2	1
312.0101	2	2	1
317.01	2	2	1
323.01	2	2	1
333.01	2	2	1
340.0099	20	3	0
