onset	duration	trial_type	correct
0.0226	20	3	0
20.0024	2	1	1
24.0024	2	1	0
29.0024	2	1	1
36.0023	2	1	1
40.0023	2	1	1
45.0023	2	1	1
51.0023	2	1	1
63.0022	2	1	1
70.0021	2	1	1
76.0021	2	1	1
82.0021	2	1	1
89.002	2	1	1
93.002	2	1	1
103.0019	2	1	1
108.0019	2	1	1
115.0019	2	1	1
120.0023	2	2	1
126.0019	2	2	1
133.0019	2	2	1
137.0018	2	2	1
141.0018	2	2	1
146.0018	2	2	1
158.0017	2	2	1
165.0016	2	2	0
170.0016	20	3	0
190.0015	2	2	1
194.0015	2	2	1
200.0014	2	2	1
207.0014	2	2	1
213.0014	2	2	1
220.0013	2	2	1
225.0013	2	2	1
235.0012	2	2	1
240.0011	2	1	1
246.0011	2	1	1
257.001	2	1	1
264.001	2	1	1
270.001	2	1	1
277.0009	2	1	1
281.0009	2	1	1
285.0009	2	1	1
290.0009	2	2	1
295.0009	2	2	1
302.0008	2	2	1
306.0008	2	2	1
312.0008	2	2	1
317.0007	2	2	1
323.0107	2	2	1
333.0106	2	2	1
340.0105	20	3	0
