onset	duration	trial_type	correct
0.021	20	3	0
19.9997	2	1	0
27.0009	2	1	1
33.0008	2	1	1
38.0008	2	1	1
42.0008	2	1	1
48.0007	2	1	0
61.0107	2	1	1
65.0106	2	1	0
70.011	2	2	1
77.0106	2	2	1
83.0106	2	2	1
87.0106	2	2	0
94.0105	2	2	1
98.0105	2	2	1
110.0104	2	2	0
115.0104	2	2	1
120.0104	2	2	0
125.0103	2	2	1
131.0103	2	2	0
138.0103	2	2	1
149.0102	2	2	1
153.0102	2	2	0
160.0101	2	2	0
166.0101	2	2	0
170.01	20	3	0
190.0099	2	1	1
197.0098	2	1	1
202.0098	2	1	1
212.0098	2	1	1
219.0097	2	1	1
223.0097	2	1	0
229.0097	2	1	0
234.0096	2	1	0
240.0096	2	2	1
247.0096	2	2	1
251.0096	2	2	1
258.0095	2	2	0
268.0095	2	2	1
273.0094	2	2	0
279.0094	2	2	1
284.0094	2	2	1
290.0093	2	1	0
297.0092	2	1	1
303.0092	2	1	1
309.0092	2	1	1
320.0091	2	1	0
324.0091	2	1	0
329.009	2	1	1
336.009	2	1	0
340.009	20	3	0
