onset	duration	trial_type	correct
0.024	20	3	0
20.0039	2	1	1
27.0039	2	1	1
33.0039	2	1	1
38.0039	2	1	1
42.0039	2	1	1
48.0038	2	1	1
61.0038	2	1	0
65.0038	2	1	0
70.0042	2	2	1
77.0038	2	2	1
83.0038	2	2	1
87.0038	2	2	1
94.0037	2	2	0
98.0037	2	2	0
110.0037	2	2	0
115.0037	2	2	0
120.0037	2	2	0
125.0036	2	2	1
131.0036	2	2	1
138.0036	2	2	0
149.0036	2	2	0
153.0036	2	2	1
160.0035	2	2	1
166.0035	2	2	1
170.0035	20	3	0
190.0034	2	1	1
197.0034	2	1	0
202.0034	2	1	1
212.0033	2	1	1
219.0033	2	1	1
223.0033	2	1	0
229.0033	2	1	1
234.0033	2	1	1
240.0033	2	2	1
247.0033	2	2	1
251.0032	2	2	0
258.0032	2	2	1
268.0032	2	2	1
273.0032	2	2	0
279.0032	2	2	1
284.0031	2	2	1
290.0031	2	1	0
297.003	2	1	1
303.003	2	1	1
309.003	2	1	1
320.003	2	1	1
324.003	2	1	1
329.0029	2	1	1
336.0029	2	1	0
340.0029	20	3	0
