onset	duration	trial_type	correct
0.0235	20	3	0
20.0033	2	1	1
24.0033	2	1	1
29.0033	2	1	1
36.0033	2	1	1
40.0032	2	1	1
45.0032	2	1	1
51.0032	2	1	1
63.0031	2	1	1
70.003	2	1	1
76.003	2	1	1
82.003	2	1	1
89.0029	2	1	1
93.0029	2	1	1
103.0028	2	1	1
108.0028	2	1	1
115.0028	2	1	1
120.0032	2	2	1
126.0028	2	2	1
133.0027	2	2	1
137.0027	2	2	1
141.0027	2	2	1
146.0026	2	2	1
158.0026	2	2	1
165.0025	2	2	1
170.0024	20	3	0
190.0024	2	2	1
194.0023	2	2	1
200.0023	2	2	1
207.0023	2	2	1
213.0022	2	2	0
220.0022	2	2	1
225.0022	2	2	1
235.0021	2	2	1
240.002	2	1	1
246.002	2	1	1
257.0019	2	1	1
264.0019	2	1	1
270.0018	2	1	1
277.0018	2	1	1
281.0018	2	1	1
285.0017	2	1	1
290.0019	2	2	1
295.0018	2	2	1
302.0017	2	2	1
306.0017	2	2	1
312.0016	2	2	1
317.0016	2	2	1
323.0016	2	2	1
333.0015	2	2	1
340.0014	20	3	0
