onset	duration	trial_type	correct
0.0256	20	3	0
20.0055	2	1	0
24.0055	2	1	0
29.0054	2	1	0
36.0054	2	1	0
40.0054	2	1	0
45.0053	2	1	0
51.0053	2	1	0
63.0052	2	1	0
70.0052	2	1	0
76.0052	2	1	0
82.0051	2	1	0
89.0051	2	1	0
93.0051	2	1	0
103.005	2	1	0
108.005	2	1	0
115.0049	2	1	0
120.0053	2	2	1
126.0049	2	2	1
133.0049	2	2	1
137.0048	2	2	1
141.0048	2	2	1
146.0048	2	2	0
158.0047	2	2	0
165.0047	2	2	1
170.0046	20	3	0
190.0045	2	2	1
194.0045	2	2	1
200.0045	2	2	0
207.0044	2	2	0
213.0044	2	2	1
220.0044	2	2	1
225.0044	2	2	0
235.0043	2	2	1
240.0041	2	1	0
246.0041	2	1	0
257.0041	2	1	0
264.004	2	1	0
270.004	2	1	0
277.004	2	1	0
281.0039	2	1	0
285.0039	2	1	0
290.0039	2	2	1
295.0039	2	2	0
302.0039	2	2	0
306.0038	2	2	0
312.0038	2	2	1
317.0038	2	2	0
323.0037	2	2	0
333.0037	2	2	0
340.0036	20	3	0
