onset	duration	trial_type	correct
0.0289	20	3	0
20.0089	2	1	1
27.0089	2	1	1
33.0089	2	1	1
38.0088	2	1	1
42.0088	2	1	1
48.0088	2	1	1
61.0088	2	1	1
65.0088	2	1	1
70.0093	2	2	1
77.0088	2	2	1
83.0088	2	2	1
87.0088	2	2	1
94.0087	2	2	1
98.0087	2	2	1
110.0087	2	2	1
115.0087	2	2	1
120.0087	2	2	1
125.0087	2	2	1
131.0086	2	2	1
138.0086	2	2	1
149.0087	2	2	1
153.0087	2	2	1
160.0086	2	2	1
166.0086	2	2	1
170.0085	20	3	0
190.0084	2	1	1
197.0084	2	1	1
202.0084	2	1	1
212.0084	2	1	1
219.0084	2	1	1
223.0084	2	1	1
229.0083	2	1	1
234.0083	2	1	1
240.0084	2	2	1
247.0083	2	2	1
251.0083	2	2	1
258.0083	2	2	1
268.0083	2	2	1
273.0083	2	2	1
279.0083	2	2	1
284.0082	2	2	1
290.0082	2	1	1
297.0082	2	1	1
303.0081	2	1	1
309.0081	2	1	1
320.0081	2	1	1
324.0081	2	1	1
329.0081	2	1	1
336.0081	2	1	1
340.008	20	3	0
